"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"","81503","0","0","0","0","0",,"",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3740","0",,"False",,,"0",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"81503",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,,"0","","True","",,,,,
"","1","0","0","0","0","0","/sbin/launchd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2628","0",,"False",,,"1",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (launchd)","0","","True","",,,,,
"","516","0","0","0","0","0","/usr/libexec/logd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4048","0",,"False",,,"516",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"516",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logd)","0","","True","",,,,,
"","518","0","0","0","0","0","/usr/libexec/UserEventAgent","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3024","0",,"False",,,"518",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"518",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (UserEventAgent)","0","","True","",,,,,
"","520","0","0","0","0","0","/System/Library/PrivateFrameworks/Uninstall.framework/Versions/A/Resources/uninstalld","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2692","0",,"False",,,"520",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"520",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (uninstalld)","0","","True","",,,,,
"","521","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3700","0",,"False",,,"521",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"521",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (fseventsd)","0","","True","",,,,,
"","522","0","0","0","0","0","/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3636","0",,"False",,,"522",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"522",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mediaremoted)","0","","True","",,,,,
"","525","0","0","0","0","0","/usr/sbin/systemstats","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3612","0",,"False",,,"525",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"525",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemstats)","0","","True","",,,,,
"","528","0","0","0","0","0","/usr/libexec/configd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3124","0",,"False",,,"528",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"528",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (configd)","0","","True","",,,,,
"","530","0","0","0","0","0","/System/Library/CoreServices/powerd.bundle/powerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2944","0",,"False",,,"530",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"530",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (powerd)","0","","True","",,,,,
"","531","0","0","0","0","0","/usr/libexec/IOMFB_bics_daemon","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1972","0",,"False",,,"531",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"531",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (IOMFB_bics_daemon)","0","","True","",,,,,
"","536","0","0","0","0","0","/usr/libexec/remoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2892","0",,"False",,,"536",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"536",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (remoted)","0","","True","",,,,,
"","541","0","0","0","0","0","/usr/libexec/watchdogd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1768","0",,"False",,,"541",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"541",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (watchdogd)","0","","True","",,,,,
"","545","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3972","0",,"False",,,"545",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"545",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mds)","0","","True","",,,,,
"","547","0","0","0","0","0","/usr/libexec/kernelmanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3368","0",,"False",,,"547",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"547",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (kernelmanagerd)","0","","True","",,,,,
"","548","0","0","0","0","0","/usr/libexec/diskarbitrationd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2740","0",,"False",,,"548",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"548",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (diskarbitrationd)","0","","True","",,,,,
"","552","0","0","0","0","0","/usr/sbin/syslogd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1580","0",,"False",,,"552",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"552",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (syslogd)","0","","True","",,,,,
"","555","0","0","0","0","0","/usr/libexec/thermalmonitord","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2520","0",,"False",,,"555",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"555",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (thermalmonitord)","0","","True","",,,,,
"","556","0","0","0","0","0","/usr/libexec/opendirectoryd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2796","0",,"False",,,"556",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"556",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (opendirectoryd)","0","","True","",,,,,
"","557","0","0","0","0","0","/System/Library/PrivateFrameworks/ApplePushService.framework/apsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3132","0",,"False",,,"557",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"557",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (apsd)","0","","True","",,,,,
"","558","0","0","0","0","0","/System/Library/CoreServices/launchservicesd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1788","0",,"False",,,"558",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"558",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (launchservicesd)","0","","True","",,,,,
"","559","0","0","0","0","0","/usr/libexec/timed","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3476","0",,"False",,,"559",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"559",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (timed)","0","","True","",,,,,
"","560","0","0","0","0","0","/Library/Apple/System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3236","0",,"False",,,"560",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"560",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (usbmuxd)","0","","True","",,,,,
"","561","0","0","0","0","0","/usr/sbin/securityd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1320","0",,"False",,,"561",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"561",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (securityd)","0","","True","",,,,,
"","565","0","0","0","0","0","/usr/libexec/autofsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3728","0",,"False",,,"565",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"565",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (autofsd)","0","","True","",,,,,
"","566","0","0","0","0","0","/usr/libexec/dasd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3172","0",,"False",,,"566",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"566",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dasd)","0","","True","",,,,,
"","568","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","928","0",,"False",,,"568",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"568",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","572","0","0","0","0","0","/System/Library/CoreServices/logind","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3112","0",,"False",,,"572",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"572",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logind)","0","","True","",,,,,
"","573","0","0","0","0","0","/System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2852","0",,"False",,,"573",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"573",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (revisiond)","0","","True","",,,,,
"","574","0","0","0","0","0","/usr/sbin/KernelEventAgent","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3544","0",,"False",,,"574",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"574",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (KernelEventAgent)","0","","True","",,,,,
"","578","0","0","0","0","0","/usr/sbin/notifyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2708","0",,"False",,,"578",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"578",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (notifyd)","0","","True","",,,,,
"","580","0","0","0","0","0","/usr/libexec/corebrightnessd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1132","0",,"False",,,"580",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"580",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (corebrightnessd)","0","","True","",,,,,
"","581","0","0","0","0","0","/usr/libexec/AirPlayXPCHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2444","0",,"False",,,"581",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"581",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (AirPlayXPCHelper)","0","","True","",,,,,
"","582","0","0","0","0","0","/System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2588","0",,"False",,,"582",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"582",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.cmio.registerassistantservice)","0","","True","",,,,,
"","584","0","0","0","0","0","/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/Resources/WindowServer","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2284","0",,"False",,,"584",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"584",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (WindowServer)","0","","True","",,,,,
"","585","0","0","0","0","0","/System/Library/PrivateFrameworks/TCC.framework/Support/tccd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3736","0",,"False",,,"585",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"585",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (tccd)","0","","True","",,,,,
"","586","0","0","0","0","0","/usr/sbin/cfprefsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2104","0",,"False",,,"586",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"586",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (cfprefsd)","0","","True","",,,,,
"","588","0","0","0","0","0","/usr/libexec/lsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1824","0",,"False",,,"588",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"588",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (lsd)","0","","True","",,,,,
"","589","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/Support/coreservicesd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3008","0",,"False",,,"589",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"589",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreservicesd)","0","","True","",,,,,
"","591","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreDuetContext.framework/Versions/A/Resources/contextstored","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3420","0",,"False",,,"591",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"591",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (contextstored)","0","","True","",,,,,
"","595","0","0","0","0","0","/usr/libexec/airportd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4096","0",,"False",,,"595",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"595",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (airportd)","0","","True","",,,,,
"","605","0","0","0","0","0","/usr/libexec/runningboardd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3232","0",,"False",,,"605",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"605",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (runningboardd)","0","","True","",,,,,
"","618","0","0","0","0","0","/usr/sbin/coreaudiod","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3012","0",,"False",,,"618",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"618",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreaudiod)","0","","True","",,,,,
"","623","0","0","0","0","0","/usr/libexec/nsurlsessiond","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2988","0",,"False",,,"623",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"623",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (nsurlsessiond)","0","","True","",,,,,
"","632","0","0","0","0","0","/usr/libexec/apfsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2764","0",,"False",,,"632",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"632",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (apfsd)","0","","True","",,,,,
"","633","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2688","0",,"False",,,"633",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"633",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (analyticsd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2792","0",,"False",,,"646",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3192","0",,"False",,,"651",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","653","0","0","0","0","0","/System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3576","0",,"False",,,"653",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"653",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemstatusd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3592","0",,"False",,,"655",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","673","0","0","0","0","0","/System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3036","0",,"False",,,"673",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"673",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (authd)","0","","True","",,,,,
"","674","0","0","0","0","0","/usr/sbin/mDNSResponder","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3380","0",,"False",,,"674",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"674",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mDNSResponder)","0","","True","",,,,,
"","678","0","0","0","0","0","/usr/libexec/storagekitd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3936","0",,"False",,,"678",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"678",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (storagekitd)","0","","True","",,,,,
"","683","0","0","0","0","0","/usr/sbin/mDNSResponderHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8","0",,"False",,,"683",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"683",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mDNSResponderHelper)","0","","True","",,,,,
"","699","0","0","0","0","0","/usr/libexec/syspolicyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2040","0",,"False",,,"699",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"699",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (syspolicyd)","0","","True","",,,,,
"","703","0","0","0","0","0","/usr/libexec/symptomsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1860","0",,"False",,,"703",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"703",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (symptomsd)","0","","True","",,,,,
"","708","0","0","0","0","0","/usr/libexec/audioclocksyncd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1988","0",,"False",,,"708",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"708",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (audioclocksyncd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3388","0",,"False",,,"710",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","717","0","0","0","0","0","/usr/sbin/appleh13camerad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1416","0",,"False",,,"717",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"717",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (appleh13camerad)","0","","True","",,,,,
