"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"","95499","0","0","0","0","0","/usr/libexec/amfid","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7064","0",,"False",,,"95499",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95499",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (amfid)","0","","True","",,,,,
"","95522","0","0","0","0","0","/usr/sbin/systemsoundserverd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7100","0",,"False",,,"95522",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95522",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemsoundserverd)","0","","True","",,,,,
"","95523","0","0","0","0","0","/System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7136","0",,"False",,,"95523",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95523",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (AudioComponentRegistrar)","0","","True","",,,,,
"","95524","0","0","0","0","0","/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7172","0",,"False",,,"95524",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95524",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.audio.SandboxHelper)","0","","True","",,,,,
"","95703","0","0","0","0","0","/usr/libexec/bootpd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7208","0",,"False",,,"95703",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95703",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (bootpd)","0","","True","",,,,,
"","95752","0","0","0","0","0","/usr/libexec/logd_helper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7244","0",,"False",,,"95752",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"95752",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logd_helper)","0","","True","",,,,,
"ACCFinderSync","17853","0","420312350720","6504448","0","0","/Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync","",,,"0.2161173",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7280","0",,"False","4/13/2024 8:49:56 PM",,"17853",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"17853",,"System.Diagnostics.ProcessThreadCollection","0","420312350720","-594444288","False",,,,"6504448","6504448",,"System.Diagnostics.ProcessModule (ACCFinderSync)","0","","True","ACCFinderSync","00:00:00.1558457","00:00:00.2161173","00:00:00.0602715",,
"accountsd","1","0","420571299840","28901376","0","0","/System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd","",,,"42.5075006",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7316","0",,"False","4/10/2024 10:15:28 AM",,"1020",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420571299840","-335495168","False",,,,"28901376","28901376",,"System.Diagnostics.ProcessModule (accountsd)","0","","True","accountsd","00:00:07.7487669","00:00:42.5075006","00:00:34.7587336",,
"AcroCEF","1","0","421724160000","17694720","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Helpers/AcroCEF/AcroCEF.app/Contents/MacOS/AcroCEF","","System.Diagnostics.Process (AdobeAcrobat)",,"3.262855",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7352","0",,"False","4/28/2024 1:37:06 PM",,"62397",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421724160000","817364992","False",,,,"17694720","17694720",,"System.Diagnostics.ProcessModule (AcroCEF)","0","","True","AcroCEF","00:00:01.3240750","00:00:03.2628550","00:00:01.9387799",,
"AcroCEF Helper","1","0","421038571520","4046848","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper.app/Contents/MacOS/AcroCEF Helper","","System.Diagnostics.Process (AcroCEF)",,"0.1138837",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7388","0",,"False","4/28/2024 1:37:07 PM",,"62416",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421038571520","131776512","False",,,,"4046848","4046848",,"System.Diagnostics.ProcessModule (AcroCEF Helper)","0","","True","AcroCEF Helper","00:00:00.0643350","00:00:00.1138837","00:00:00.0495487",,
"AcroCEF Helper","1","0","421065195520","6176768","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper.app/Contents/MacOS/AcroCEF Helper","","System.Diagnostics.Process (AcroCEF)",,"0.9994705",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7424","0",,"False","4/28/2024 1:37:07 PM",,"62417",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421065195520","158400512","False",,,,"6176768","6176768",,"System.Diagnostics.ProcessModule (AcroCEF Helper)","0","","True","AcroCEF Helper","00:00:00.4080139","00:00:00.9994705","00:00:00.5914565",,
"AcroCEF Helper ","1","0","464615325696","10682368","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.447344",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7460","0",,"False","5/1/2024 8:28:26 PM",,"11441",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","464615325696","758857728","False",,,,"10682368","10682368",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.2431398","00:00:00.4473440","00:00:00.2042042",,
"AcroCEF Helper ","1","0","421744263168","8830976","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (GPU).app/Contents/MacOS/AcroCEF Helper (GPU)","","System.Diagnostics.Process (AcroCEF)",,"71.9576823",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7496","0",,"False","4/28/2024 1:37:06 PM",,"62408",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421744263168","837468160","False",,,,"8830976","8830976",,"System.Diagnostics.ProcessModule (AcroCEF Helper (GPU))","0","","True","AcroCEF Helper ","00:00:09.1855073","00:01:11.9576823","00:01:02.7721749",,
"AcroCEF Helper ","1","0","465416421376","7012352","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.1558961",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7532","0",,"False","4/28/2024 1:37:07 PM",,"62418",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","465416421376","1559953408","False",,,,"7012352","7012352",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.0986388","00:00:00.1558961","00:00:00.0572572",,
"AcroCEF Helper ","1","0","465282138112","7028736","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.1591385",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7568","0",,"False","4/28/2024 1:37:07 PM",,"62419",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","465282138112","1425670144","False",,,,"7028736","7028736",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.0996726","00:00:00.1591385","00:00:00.0594658",,
"AcroCEF Helper ","1","0","465282203648","7028736","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.1580391",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7604","0",,"False","4/28/2024 1:37:07 PM",,"62420",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","465282203648","1425735680","False",,,,"7028736","7028736",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.0996975","00:00:00.1580391","00:00:00.0583416",,
"AcroCEF Helper ","1","0","464748953600","14319616","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"1.097053",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7640","0",,"False","4/28/2024 1:37:07 PM",,"62421",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","464748953600","892485632","False",,,,"14319616","14319616",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.4942063","00:00:01.0970530","00:00:00.6028467",,
"AcroCEF Helper ","1","0","465409638400","7290880","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.1664398",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7676","0",,"False","4/28/2024 1:37:07 PM",,"62422",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","465409638400","1553170432","False",,,,"7290880","7290880",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.0983724","00:00:00.1664398","00:00:00.0680674",,
"AcroCEF Helper ","1","0","464615325696","10502144","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AcroCEF Helper (Renderer).app/Contents/MacOS/AcroCEF Helper (Renderer)","","System.Diagnostics.Process (AcroCEF)",,"0.5094143",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7712","0",,"False","4/28/2024 1:37:10 PM",,"62441",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","464615325696","758857728","False",,,,"10502144","10502144",,"System.Diagnostics.ProcessModule (AcroCEF Helper (Renderer))","0","","True","AcroCEF Helper ","00:00:00.2821459","00:00:00.5094143","00:00:00.2272684",,
"Adobe Crash Pro","1","0","421229592576","8699904","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Processor.app/Contents/MacOS/Adobe Crash Processor","",,,"22.3398337",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7748","0",,"False","4/28/2024 1:37:09 PM",,"62439",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421229592576","322797568","False",,,,"8699904","8699904",,"System.Diagnostics.ProcessModule (Adobe Crash Processor)","0","","True","Adobe Crash Pro","00:00:09.5843316","00:00:22.3398337","00:00:12.7555020",,
"Adobe Desktop S","1","0","427590189056","32931840","0","0","/Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service","","System.Diagnostics.Process (Creative Cloud)",,"9.8718738",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7784","0",,"False","5/7/2024 8:37:11 PM",,"8214",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","427590189056","-1906540544","False",,,,"32931840","32931840",,"System.Diagnostics.ProcessModule (Adobe Desktop Service)","0","","True","Adobe Desktop S","00:00:03.8319286","00:00:09.8718738","00:00:06.0399452",,
"AdobeAcrobat","1","0","423369752576","65863680","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/MacOS/AdobeAcrobat","",,,"5971.049998",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7820","0",,"False","4/28/2024 1:37:02 PM",,"62387",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","423369752576","-1832009728","False",,,,"65863680","65863680",,"System.Diagnostics.ProcessModule (AdobeAcrobat)","0","","True","AdobeAcrobat","00:19:35.1221681","01:39:31.0499980","01:19:55.9278299",,
"AdobeIPCBroker","1","0","421553750016","13860864","0","0","/Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker","",,,"9.7256222",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7856","0",,"False","5/7/2024 8:37:06 PM",,"8176",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421553750016","646955008","False",,,,"13860864","13860864",,"System.Diagnostics.ProcessModule (AdobeIPCBroker)","0","","True","AdobeIPCBroker","00:00:02.6109952","00:00:09.7256222","00:00:07.1146269",,
"AdobeResourceSy","1","0","421351358464","7798784","0","0","/Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Helpers/AdobeResourceSynchronizer.app/Contents/MacOS/AdobeResourceSynchronizer","",,,"3.761762",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7892","0",,"False","4/13/2024 9:09:11 PM",,"18836",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421351358464","444563456","False",,,,"7798784","7798784",,"System.Diagnostics.ProcessModule (AdobeResourceSynchronizer)","0","","True","AdobeResourceSy","00:00:02.0105981","00:00:03.7617620","00:00:01.7511638",,
"AirPlayUIAgent","1","0","420877107200","8536064","0","0","/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent","",,,"0.2365094",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7928","0",,"False","4/10/2024 10:17:34 AM",,"2260",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420877107200","-29687808","False",,,,"8536064","8536064",,"System.Diagnostics.ProcessModule (AirPlayUIAgent)","0","","True","AirPlayUIAgent","00:00:00.1617136","00:00:00.2365094","00:00:00.0747958",,
"akd","1","0","420256612352","17956864","0","0","/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd","",,,"0.0190315",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7964","0",,"False","5/16/2024 10:57:22 AM",,"91521",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420256612352","-650182656","False",,,,"17956864","17956864",,"System.Diagnostics.ProcessModule (akd)","0","","True","akd","00:00:00.0071006","00:00:00.0190315","00:00:00.0119309",,
"AMPDeviceDiscov","1","0","420257480704","7651328","0","0","/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent","",,,"0.3271968",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8000","0",,"False","4/10/2024 10:16:35 AM",,"1539",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420257480704","-649314304","False",,,,"7651328","7651328",,"System.Diagnostics.ProcessModule (AMPDeviceDiscoveryAgent)","0","","True","AMPDeviceDiscov","00:00:00.1870040","00:00:00.3271968","00:00:00.1401928",,
"AMPLibraryAgent","1","0","420658593792","28999680","0","0","/System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent","",,,"31.7466248",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8036","0",,"False","4/10/2024 10:16:20 AM",,"1469",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420658593792","-248201216","False",,,,"28999680","28999680",,"System.Diagnostics.ProcessModule (AMPLibraryAgent)","0","","True","AMPLibraryAgent","00:00:07.3990161","00:00:31.7466248","00:00:24.3476086",,
"amsaccountsd","1","0","420249731072","14417920","0","0","/System/Library/PrivateFrameworks/AppleMediaServices.framework/Versions/A/Resources/amsaccountsd","",,,"0.0148481",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8072","0",,"False","5/16/2024 10:42:47 AM",,"91325",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420249731072","-657063936","False",,,,"14417920","14417920",,"System.Diagnostics.ProcessModule (amsaccountsd)","0","","True","amsaccountsd","00:00:00.0063685","00:00:00.0148481","00:00:00.0084795",,
"amsengagementd","1","0","424829353984","21807104","0","0","/System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd","",,,"0.0664809",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8108","0",,"False","5/16/2024 10:42:47 AM",,"91324",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","424829353984","-372408320","False",,,,"21807104","21807104",,"System.Diagnostics.ProcessModule (amsengagementd)","0","","True","amsengagementd","00:00:00.0183519","00:00:00.0664809","00:00:00.0481290",,
"AppleSpell","1","0","421620236288","185663488","0","0","/System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell","",,,"0.8508656",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8144","0",,"False","5/16/2024 9:49:14 AM",,"90561",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421620236288","713441280","False",,,,"185663488","185663488",,"System.Diagnostics.ProcessModule (AppleSpell)","0","","True","AppleSpell","00:00:00.2022999","00:00:00.8508656","00:00:00.6485657",,
"appstoreagent","1","0","424836775936","35209216","0","0","/System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent","",,,"0.5496804",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8180","0",,"False","5/16/2024 11:38:32 AM",,"95105",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","424836775936","-364986368","False",,,,"35209216","35209216",,"System.Diagnostics.ProcessModule (appstoreagent)","0","","True","appstoreagent","00:00:00.1082561","00:00:00.5496804","00:00:00.4414242",,
"app_mode_loader","1","0","489397764096","66748416","0","0","/Users/andreasmith/Applications/Chrome Apps.localized/Pomofocus.app/Contents/MacOS/app_mode_loader","",,,"1.3135714",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5156","0",,"False","5/16/2024 10:56:41 AM",,"91482",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","489397764096","-228507648","False",,,,"66748416","66748416",,"System.Diagnostics.ProcessModule (app_mode_loader)","0","","True","app_mode_loader","00:00:00.4349615","00:00:01.3135714","00:00:00.8786098",,
"AquaAppearanceH","1","0","420996497408","15155200","0","0","/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper","",,,"0.0050125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5124","0",,"False","5/16/2024 10:47:56 AM",,"91363",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420996497408","89702400","False",,,,"15155200","15155200",,"System.Diagnostics.ProcessModule (AquaAppearanceHelper)","0","","True","AquaAppearanceH","00:00:00.0022444","00:00:00.0050125","00:00:00.0027681",,
"AssetCacheLocat","1","0","420228792320","7061504","0","0","/System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService","",,,"0.020478",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6128","0",,"False","5/16/2024 10:57:23 AM",,"91523",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420228792320","-678002688","False",,,,"7061504","7061504",,"System.Diagnostics.ProcessModule (AssetCacheLocatorService)","0","","True","AssetCacheLocat","00:00:00.0119229","00:00:00.0204780","00:00:00.0085550",,
"assistantd","1","0","420424548352","33390592","0","0","/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd","",,,"0.3235584",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5060","0",,"False","5/15/2024 3:45:40 PM",,"79427",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420424548352","-482246656","False",,,,"33390592","33390592",,"System.Diagnostics.ProcessModule (assistantd)","0","","True","assistantd","00:00:00.0993693","00:00:00.3235584","00:00:00.2241890",,
"audioaccessoryd","1","0","420254318592","23347200","0","0","/System/Library/CoreServices/audioaccessoryd","",,,"0.1114082",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5032","0",,"False","5/14/2024 2:07:02 PM",,"71039",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420254318592","-652476416","False",,,,"23347200","23347200",,"System.Diagnostics.ProcessModule (audioaccessoryd)","0","","True","audioaccessoryd","00:00:00.0574201","00:00:00.1114082","00:00:00.0539881",,
"AuthenticationS","1","0","420416094208","17973248","0","0","/System/Volumes/Preboot/Cryptexes/App/usr/libexec/AuthenticationServicesAgent","",,,"0.0033433",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4996","0",,"False","5/16/2024 11:38:18 AM",,"95088",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420416094208","-490700800","False",,,,"17973248","17973248",,"System.Diagnostics.ProcessModule (AuthenticationServicesAgent)","0","","True","AuthenticationS","00:00:00.0011641","00:00:00.0033433","00:00:00.0021792",,
"avconferenced","1","0","421376884736","17498112","0","0","/usr/libexec/avconferenced","",,,"47.6887443",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4960","0",,"False","4/10/2024 10:15:57 AM",,"1303",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421376884736","470089728","False",,,,"17498112","17498112",,"System.Diagnostics.ProcessModule (avconferenced)","0","","True","avconferenced","00:00:10.4069888","00:00:47.6887443","00:00:37.2817554",,
"axassetsd","1","0","420179902464","13221888","0","0","/System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd","",,,"0.0452648",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4936","0",,"False","5/16/2024 11:11:59 AM",,"91857",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420179902464","-726892544","False",,,,"13221888","13221888",,"System.Diagnostics.ProcessModule (axassetsd)","0","","True","axassetsd","00:00:00.0091706","00:00:00.0452648","00:00:00.0360942",,
